,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
67,2024-04-10 08:15:20,63,0,138,98,0,0,1
66,2024-04-10 08:16:13,22,0,93,79,0,0,1
65,2024-04-10 08:16:47,33,0,169,181,0,0,1
64,2024-04-10 08:17:50,8,0,34,36,0,0,1
63,2024-04-10 08:18:25,19,0,56,47,0,0,1
62,2024-04-10 08:20:22,16,2,56,48,0,0,1
61,2024-04-10 08:20:25,16,0,42,33,0,0,1
60,2024-04-10 08:21:10,13,0,30,25,0,0,1
59,2024-04-10 08:21:12,9,0,38,42,0,0,1
58,2024-04-10 08:22:22,12,0,37,48,0,0,1
57,2024-04-10 08:22:23,7,0,32,42,0,0,1
56,2024-04-10 08:24:06,0,17,69,72,0,0,0
55,2024-04-10 08:24:20,12,0,50,48,0,0,1
54,2024-04-10 08:24:44,12,0,43,39,0,0,1
53,2024-04-10 08:25:41,16,0,48,40,0,0,1
52,2024-04-10 08:26:49,19,0,37,26,0,0,1
51,2024-04-10 08:26:50,31,0,54,37,0,0,1
50,2024-04-10 08:27:10,21,0,140,202,0,0,1
49,2024-04-10 08:27:29,14,0,55,47,0,0,1
48,2024-04-10 08:28:04,28,0,66,54,0,0,1
47,2024-04-10 08:28:18,38,0,86,83,0,0,1
46,2024-04-10 08:28:53,13,0,30,23,0,0,1
45,2024-04-10 08:29:11,24,0,129,164,0,0,1
44,2024-04-10 08:31:13,4,0,44,45,0,0,1
43,2024-04-10 08:31:14,16,0,75,65,0,0,1
42,2024-04-10 08:31:16,31,0,56,41,0,0,1
41,2024-04-10 08:31:19,28,0,97,119,0,0,1
40,2024-04-10 08:32:37,23,0,242,236,0,0,1
39,2024-04-10 08:37:48,8,0,55,68,0,0,1
38,2024-04-10 08:38:04,27,0,119,132,0,0,1
37,2024-04-10 08:47:55,0,41,55,78,0,0,0
36,2024-04-10 08:49:38,27,0,318,339,0,0,1
35,2024-04-10 08:53:30,14,0,62,83,0,0,1
34,2024-04-10 08:54:14,29,0,107,141,0,0,1
33,2024-04-10 09:19:50,10,0,127,137,0,0,1
32,2024-04-10 10:01:46,0,12,58,57,0,0,0
31,2024-04-10 10:01:49,0,10,30,31,0,0,0
30,2024-04-10 10:01:51,0,7,28,28,0,0,0
29,2024-04-10 10:01:53,0,3,26,22,0,0,0
112,2024-04-10 10:01:55,0,8,32,27,0,1,0
28,2024-04-10 10:01:55,0,14,22,27,0,0,0
27,2024-04-10 10:01:56,0,7,20,18,0,0,0
111,2024-04-10 10:01:58,0,17,45,49,0,1,0
110,2024-04-10 10:02:00,0,3,25,25,0,1,0
109,2024-04-10 10:02:03,0,6,26,26,0,1,0
26,2024-04-10 10:02:05,0,7,47,47,0,0,0
25,2024-04-10 10:02:07,0,18,41,45,0,0,0
24,2024-04-10 10:02:08,0,16,29,34,0,0,0
23,2024-04-10 10:02:11,0,12,29,30,0,0,0
108,2024-04-10 10:02:11,0,13,47,46,0,1,0
107,2024-04-10 10:02:13,0,11,51,58,0,1,0
106,2024-04-10 10:02:14,0,6,22,29,0,1,0
22,2024-04-10 10:02:15,0,7,98,75,0,0,0
21,2024-04-10 10:02:16,0,12,35,37,0,0,0
20,2024-04-10 10:02:18,0,6,39,35,0,0,0
19,2024-04-10 10:02:19,0,4,24,20,0,0,0
105,2024-04-10 10:02:20,0,7,63,59,0,1,0
104,2024-04-10 10:02:21,0,11,24,28,0,1,0
103,2024-04-10 10:02:23,0,5,27,28,0,1,0
18,2024-04-10 10:02:28,0,23,82,87,0,0,0
17,2024-04-10 10:02:30,0,14,39,42,0,0,0
102,2024-04-10 10:02:30,0,5,19,21,0,1,0
101,2024-04-10 10:02:31,0,3,30,27,0,1,0
16,2024-04-10 10:02:35,0,10,52,39,0,0,0
15,2024-04-10 10:02:37,0,5,69,56,0,0,0
14,2024-04-10 10:02:38,0,11,30,30,0,0,0
100,2024-04-10 10:02:38,12,0,27,30,0,1,1
99,2024-04-10 10:02:39,10,0,60,67,0,1,1
13,2024-04-10 10:02:39,0,4,26,25,0,0,0
12,2024-04-10 10:02:41,0,4,19,17,0,0,0
98,2024-04-10 10:02:41,29,0,133,106,0,1,1
11,2024-04-10 10:02:42,0,6,26,21,0,0,0
97,2024-04-10 10:02:44,8,0,31,30,0,1,1
10,2024-04-10 10:02:45,0,7,39,11,0,0,0
9,2024-04-10 10:02:46,0,0,27,25,0,0,1
96,2024-04-10 10:02:48,9,0,33,30,0,1,1
95,2024-04-10 10:02:53,3,0,63,59,0,1,1
94,2024-04-10 10:02:54,7,0,46,45,0,1,1
8,2024-04-10 10:03:04,0,23,97,87,0,0,0
7,2024-04-10 10:03:05,0,9,46,35,0,0,0
93,2024-04-10 10:03:25,3,0,67,54,0,1,1
92,2024-04-10 10:03:27,6,0,76,81,0,1,1
91,2024-04-10 10:03:30,14,0,57,60,0,1,1
6,2024-04-10 10:03:35,0,29,24,46,0,0,0
5,2024-04-10 10:03:37,0,10,31,28,0,0,0
90,2024-04-10 10:03:41,7,0,35,34,0,1,1
89,2024-04-10 10:04:50,6,0,155,159,0,1,1
4,2024-04-10 10:05:01,0,25,24,40,0,0,0
3,2024-04-10 10:05:05,9,0,40,25,0,0,1
88,2024-04-10 10:05:07,0,0,14,233,0,1,1
87,2024-04-10 10:05:51,2,0,51,56,0,1,1
86,2024-04-10 10:05:52,8,0,24,27,0,1,1
85,2024-04-10 10:05:55,30,0,126,108,0,1,1
84,2024-04-10 10:05:56,4,0,51,50,0,1,1
83,2024-04-10 10:05:59,2,0,11,12,0,1,1
82,2024-04-10 10:06:01,10,0,109,121,0,1,1
81,2024-04-10 10:06:05,2,0,111,127,0,1,1
80,2024-04-10 10:06:07,2,0,89,86,0,1,1
79,2024-04-10 10:06:09,6,0,54,56,0,1,1
2,2024-04-10 10:06:13,21,0,111,96,0,0,1
78,2024-04-10 10:06:22,9,0,41,38,0,1,1
77,2024-04-10 10:06:30,5,0,19,19,0,1,1
76,2024-04-10 10:06:31,6,0,26,24,0,1,1
75,2024-04-10 10:07:46,4,0,39,38,0,1,1
74,2024-04-10 10:07:51,6,0,40,38,0,1,1
73,2024-04-10 10:08:08,0,7,51,53,0,1,0
1,2024-04-10 10:08:26,0,39,79,106,0,0,0
72,2024-04-10 10:09:13,9,0,37,34,0,1,1
71,2024-04-10 10:11:10,8,0,40,38,0,1,1
70,2024-04-10 10:11:27,3,0,22,25,0,1,1
0,2024-04-10 10:11:28,24,0,44,35,0,0,1
69,2024-04-10 10:13:45,5,0,33,34,0,1,1
68,2024-04-10 10:14:22,0,5,15,16,0,1,0
